{'id': 13089, 'gender': 'male', 'income': 'high', 'age': 53, 'merchantId': 2, 'loc_address': '8625', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14727, 'gender': 'male', 'income': 'high', 'age': 25, 'merchantId': 2, 'loc_address': '81262', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12464, 'gender': 'male', 'income': 'medium', 'age': 24, 'merchantId': 2, 'loc_address': '71040', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13021, 'gender': 'female', 'income': 'medium', 'age': 52, 'merchantId': 2, 'loc_address': '79676', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17968, 'gender': 'female', 'income': 'low', 'age': 37, 'merchantId': 2, 'loc_address': '3999', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14948, 'gender': 'male', 'income': 'low', 'age': 50, 'merchantId': 2, 'loc_address': '40369', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14823, 'gender': 'female', 'income': 'low', 'age': 30, 'merchantId': 2, 'loc_address': '4573', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14629, 'gender': 'female', 'income': 'high', 'age': 32, 'merchantId': 2, 'loc_address': '82942', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16422, 'gender': 'female', 'income': 'low', 'age': 23, 'merchantId': 2, 'loc_address': '26435', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 18183, 'gender': 'male', 'income': 'low', 'age': 28, 'merchantId': 2, 'loc_address': '3080', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12877, 'gender': 'male', 'income': 'high', 'age': 32, 'merchantId': 2, 'loc_address': '63685', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17194, 'gender': 'male', 'income': 'low', 'age': 21, 'merchantId': 2, 'loc_address': '12029', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14851, 'gender': 'female', 'income': 'high', 'age': 48, 'merchantId': 2, 'loc_address': '34271', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15673, 'gender': 'male', 'income': 'low', 'age': 46, 'merchantId': 2, 'loc_address': '17570', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14794, 'gender': 'male', 'income': 'medium', 'age': 39, 'merchantId': 2, 'loc_address': '20011', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14364, 'gender': 'female', 'income': 'low', 'age': 36, 'merchantId': 2, 'loc_address': '20701', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 18077, 'gender': 'male', 'income': 'high', 'age': 39, 'merchantId': 2, 'loc_address': '81583', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15530, 'gender': 'female', 'income': 'high', 'age': 25, 'merchantId': 2, 'loc_address': '1549', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16052, 'gender': 'male', 'income': 'high', 'age': 24, 'merchantId': 2, 'loc_address': '458', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12856, 'gender': 'female', 'income': 'medium', 'age': 21, 'merchantId': 2, 'loc_address': '15804', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14878, 'gender': 'female', 'income': 'low', 'age': 19, 'merchantId': 2, 'loc_address': '12592', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13140, 'gender': 'male', 'income': 'low', 'age': 39, 'merchantId': 2, 'loc_address': '21217', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14712, 'gender': 'female', 'income': 'high', 'age': 34, 'merchantId': 2, 'loc_address': '75207', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12901, 'gender': 'female', 'income': 'medium', 'age': 24, 'merchantId': 2, 'loc_address': '18488', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13357, 'gender': 'male', 'income': 'medium', 'age': 41, 'merchantId': 2, 'loc_address': '76258', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14952, 'gender': 'male', 'income': 'medium', 'age': 24, 'merchantId': 2, 'loc_address': '50232', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17554, 'gender': 'female', 'income': 'medium', 'age': 32, 'merchantId': 2, 'loc_address': '53673', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 18110, 'gender': 'female', 'income': 'low', 'age': 40, 'merchantId': 2, 'loc_address': '97462', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17722, 'gender': 'female', 'income': 'low', 'age': 18, 'merchantId': 2, 'loc_address': '95137', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15790, 'gender': 'female', 'income': 'medium', 'age': 35, 'merchantId': 2, 'loc_address': '44749', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13448, 'gender': 'female', 'income': 'low', 'age': 44, 'merchantId': 2, 'loc_address': '93098', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13704, 'gender': 'female', 'income': 'medium', 'age': 32, 'merchantId': 2, 'loc_address': '59308', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13882, 'gender': 'male', 'income': 'medium', 'age': 32, 'merchantId': 2, 'loc_address': '23603', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17010, 'gender': 'male', 'income': 'high', 'age': 55, 'merchantId': 2, 'loc_address': '2140', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16774, 'gender': 'female', 'income': 'low', 'age': 39, 'merchantId': 2, 'loc_address': '17856', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13048, 'gender': 'male', 'income': 'low', 'age': 44, 'merchantId': 2, 'loc_address': '53018', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15189, 'gender': 'female', 'income': 'high', 'age': 49, 'merchantId': 2, 'loc_address': '49053', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15563, 'gender': 'female', 'income': 'low', 'age': 54, 'merchantId': 2, 'loc_address': '97676', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14587, 'gender': 'female', 'income': 'medium', 'age': 54, 'merchantId': 2, 'loc_address': '53626', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15832, 'gender': 'male', 'income': 'medium', 'age': 33, 'merchantId': 2, 'loc_address': '57336', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16103, 'gender': 'female', 'income': 'medium', 'age': 21, 'merchantId': 2, 'loc_address': '25601', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12919, 'gender': 'female', 'income': 'high', 'age': 53, 'merchantId': 2, 'loc_address': '74904', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14554, 'gender': 'female', 'income': 'high', 'age': 21, 'merchantId': 2, 'loc_address': '84690', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17914, 'gender': 'male', 'income': 'low', 'age': 48, 'merchantId': 2, 'loc_address': '86888', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16903, 'gender': 'female', 'income': 'low', 'age': 53, 'merchantId': 2, 'loc_address': '15804', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14436, 'gender': 'male', 'income': 'medium', 'age': 48, 'merchantId': 2, 'loc_address': '4415', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17449, 'gender': 'male', 'income': 'medium', 'age': 28, 'merchantId': 2, 'loc_address': '27418', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16354, 'gender': 'female', 'income': 'high', 'age': 48, 'merchantId': 2, 'loc_address': '68827', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17890, 'gender': 'male', 'income': 'high', 'age': 54, 'merchantId': 2, 'loc_address': '39247', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15939, 'gender': 'male', 'income': 'low', 'age': 28, 'merchantId': 2, 'loc_address': '97560', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17491, 'gender': 'female', 'income': 'medium', 'age': 43, 'merchantId': 2, 'loc_address': '71838', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17321, 'gender': 'male', 'income': 'low', 'age': 27, 'merchantId': 2, 'loc_address': '22417', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16316, 'gender': 'female', 'income': 'high', 'age': 22, 'merchantId': 2, 'loc_address': '16493', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13552, 'gender': 'female', 'income': 'low', 'age': 27, 'merchantId': 2, 'loc_address': '84881', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15452, 'gender': 'female', 'income': 'low', 'age': 27, 'merchantId': 2, 'loc_address': '49462', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16902, 'gender': 'female', 'income': 'medium', 'age': 51, 'merchantId': 2, 'loc_address': '53387', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16464, 'gender': 'female', 'income': 'medium', 'age': 28, 'merchantId': 2, 'loc_address': '74342', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12501, 'gender': 'female', 'income': 'low', 'age': 38, 'merchantId': 2, 'loc_address': '67548', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15809, 'gender': 'female', 'income': 'high', 'age': 33, 'merchantId': 2, 'loc_address': '71711', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12662, 'gender': 'male', 'income': 'low', 'age': 42, 'merchantId': 2, 'loc_address': '32923', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14461, 'gender': 'male', 'income': 'low', 'age': 36, 'merchantId': 2, 'loc_address': '86117', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16613, 'gender': 'male', 'income': 'high', 'age': 42, 'merchantId': 2, 'loc_address': '63235', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14487, 'gender': 'male', 'income': 'high', 'age': 19, 'merchantId': 2, 'loc_address': '70417', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17562, 'gender': 'female', 'income': 'high', 'age': 39, 'merchantId': 2, 'loc_address': '95203', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17094, 'gender': 'female', 'income': 'low', 'age': 43, 'merchantId': 2, 'loc_address': '23500', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17469, 'gender': 'male', 'income': 'medium', 'age': 38, 'merchantId': 2, 'loc_address': '1521', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14594, 'gender': 'male', 'income': 'low', 'age': 19, 'merchantId': 2, 'loc_address': '38285', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17372, 'gender': 'male', 'income': 'high', 'age': 44, 'merchantId': 2, 'loc_address': '64770', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17678, 'gender': 'male', 'income': 'medium', 'age': 46, 'merchantId': 2, 'loc_address': '67248', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15917, 'gender': 'male', 'income': 'low', 'age': 22, 'merchantId': 2, 'loc_address': '4037', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12904, 'gender': 'female', 'income': 'low', 'age': 38, 'merchantId': 2, 'loc_address': '15065', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16128, 'gender': 'female', 'income': 'high', 'age': 42, 'merchantId': 2, 'loc_address': '98270', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14552, 'gender': 'female', 'income': 'medium', 'age': 44, 'merchantId': 2, 'loc_address': '19702', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16518, 'gender': 'male', 'income': 'low', 'age': 38, 'merchantId': 2, 'loc_address': '21651', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16400, 'gender': 'male', 'income': 'medium', 'age': 21, 'merchantId': 2, 'loc_address': '23518', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13365, 'gender': 'male', 'income': 'high', 'age': 28, 'merchantId': 2, 'loc_address': '99901', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14959, 'gender': 'male', 'income': 'low', 'age': 46, 'merchantId': 2, 'loc_address': '35394', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16581, 'gender': 'male', 'income': 'medium', 'age': 25, 'merchantId': 2, 'loc_address': '68456', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12952, 'gender': 'male', 'income': 'low', 'age': 24, 'merchantId': 2, 'loc_address': '52489', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13115, 'gender': 'male', 'income': 'high', 'age': 44, 'merchantId': 2, 'loc_address': '55896', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15218, 'gender': 'female', 'income': 'medium', 'age': 49, 'merchantId': 2, 'loc_address': '61927', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13285, 'gender': 'female', 'income': 'medium', 'age': 20, 'merchantId': 2, 'loc_address': '52495', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13862, 'gender': 'male', 'income': 'high', 'age': 24, 'merchantId': 2, 'loc_address': '15291', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16814, 'gender': 'male', 'income': 'medium', 'age': 38, 'merchantId': 2, 'loc_address': '43922', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16385, 'gender': 'female', 'income': 'medium', 'age': 42, 'merchantId': 2, 'loc_address': '44675', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12598, 'gender': 'female', 'income': 'low', 'age': 30, 'merchantId': 2, 'loc_address': '61214', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14934, 'gender': 'male', 'income': 'high', 'age': 47, 'merchantId': 2, 'loc_address': '166', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16270, 'gender': 'male', 'income': 'high', 'age': 19, 'merchantId': 2, 'loc_address': '31750', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13455, 'gender': 'male', 'income': 'high', 'age': 21, 'merchantId': 2, 'loc_address': '39520', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12397, 'gender': 'female', 'income': 'low', 'age': 21, 'merchantId': 2, 'loc_address': '42402', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13304, 'gender': 'female', 'income': 'high', 'age': 46, 'merchantId': 2, 'loc_address': '2592', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14904, 'gender': 'female', 'income': 'low', 'age': 43, 'merchantId': 2, 'loc_address': '87153', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16014, 'gender': 'male', 'income': 'medium', 'age': 18, 'merchantId': 2, 'loc_address': '4143', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13027, 'gender': 'female', 'income': 'high', 'age': 52, 'merchantId': 2, 'loc_address': '40082', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16233, 'gender': 'male', 'income': 'medium', 'age': 53, 'merchantId': 2, 'loc_address': '30882', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12695, 'gender': 'male', 'income': 'medium', 'age': 53, 'merchantId': 2, 'loc_address': '7178', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14452, 'gender': 'male', 'income': 'low', 'age': 23, 'merchantId': 2, 'loc_address': '52324', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15228, 'gender': 'female', 'income': 'high', 'age': 40, 'merchantId': 2, 'loc_address': '4829', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15601, 'gender': 'female', 'income': 'high', 'age': 33, 'merchantId': 2, 'loc_address': '99201', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 18010, 'gender': 'female', 'income': 'low', 'age': 45, 'merchantId': 2, 'loc_address': '9489', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17450, 'gender': 'female', 'income': 'high', 'age': 46, 'merchantId': 2, 'loc_address': '15566', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14297, 'gender': 'female', 'income': 'medium', 'age': 30, 'merchantId': 2, 'loc_address': '66661', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14656, 'gender': 'female', 'income': 'high', 'age': 37, 'merchantId': 2, 'loc_address': '82850', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15743, 'gender': 'male', 'income': 'medium', 'age': 48, 'merchantId': 2, 'loc_address': '85533', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12528, 'gender': 'male', 'income': 'low', 'age': 39, 'merchantId': 2, 'loc_address': '97767', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17268, 'gender': 'female', 'income': 'high', 'age': 24, 'merchantId': 2, 'loc_address': '52432', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13014, 'gender': 'female', 'income': 'medium', 'age': 50, 'merchantId': 2, 'loc_address': '72506', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14481, 'gender': 'female', 'income': 'high', 'age': 39, 'merchantId': 2, 'loc_address': '72834', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12953, 'gender': 'female', 'income': 'high', 'age': 28, 'merchantId': 2, 'loc_address': '626', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14329, 'gender': 'male', 'income': 'medium', 'age': 26, 'merchantId': 2, 'loc_address': '55642', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17893, 'gender': 'female', 'income': 'medium', 'age': 30, 'merchantId': 2, 'loc_address': '46434', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15783, 'gender': 'female', 'income': 'high', 'age': 41, 'merchantId': 2, 'loc_address': '77585', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17725, 'gender': 'female', 'income': 'medium', 'age': 52, 'merchantId': 2, 'loc_address': '70351', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13450, 'gender': 'male', 'income': 'high', 'age': 46, 'merchantId': 2, 'loc_address': '84620', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17420, 'gender': 'male', 'income': 'high', 'age': 23, 'merchantId': 2, 'loc_address': '18764', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14963, 'gender': 'female', 'income': 'high', 'age': 41, 'merchantId': 2, 'loc_address': '38199', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16584, 'gender': 'male', 'income': 'high', 'age': 31, 'merchantId': 2, 'loc_address': '55702', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12646, 'gender': 'male', 'income': 'high', 'age': 37, 'merchantId': 2, 'loc_address': '82674', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15448, 'gender': 'male', 'income': 'high', 'age': 53, 'merchantId': 2, 'loc_address': '46789', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14193, 'gender': 'female', 'income': 'high', 'age': 48, 'merchantId': 2, 'loc_address': '40405', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16600, 'gender': 'male', 'income': 'high', 'age': 34, 'merchantId': 2, 'loc_address': '16503', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13507, 'gender': 'female', 'income': 'medium', 'age': 49, 'merchantId': 2, 'loc_address': '97945', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16781, 'gender': 'male', 'income': 'high', 'age': 29, 'merchantId': 2, 'loc_address': '54253', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17934, 'gender': 'female', 'income': 'high', 'age': 40, 'merchantId': 2, 'loc_address': '44586', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15068, 'gender': 'male', 'income': 'low', 'age': 45, 'merchantId': 2, 'loc_address': '66594', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13347, 'gender': 'male', 'income': 'medium', 'age': 46, 'merchantId': 2, 'loc_address': '90375', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16960, 'gender': 'male', 'income': 'low', 'age': 49, 'merchantId': 2, 'loc_address': '67213', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12493, 'gender': 'female', 'income': 'medium', 'age': 54, 'merchantId': 2, 'loc_address': '12164', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14092, 'gender': 'male', 'income': 'low', 'age': 33, 'merchantId': 2, 'loc_address': '87832', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12364, 'gender': 'male', 'income': 'high', 'age': 51, 'merchantId': 2, 'loc_address': '15214', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17646, 'gender': 'female', 'income': 'medium', 'age': 47, 'merchantId': 2, 'loc_address': '65102', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12955, 'gender': 'female', 'income': 'medium', 'age': 18, 'merchantId': 2, 'loc_address': '75268', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13008, 'gender': 'female', 'income': 'low', 'age': 49, 'merchantId': 2, 'loc_address': '26775', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15554, 'gender': 'male', 'income': 'high', 'age': 27, 'merchantId': 2, 'loc_address': '73444', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13456, 'gender': 'female', 'income': 'medium', 'age': 32, 'merchantId': 2, 'loc_address': '15749', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14653, 'gender': 'male', 'income': 'medium', 'age': 50, 'merchantId': 2, 'loc_address': '69774', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12997, 'gender': 'female', 'income': 'medium', 'age': 21, 'merchantId': 2, 'loc_address': '86816', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12390, 'gender': 'male', 'income': 'low', 'age': 21, 'merchantId': 2, 'loc_address': '20766', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12553, 'gender': 'female', 'income': 'high', 'age': 42, 'merchantId': 2, 'loc_address': '39447', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15036, 'gender': 'male', 'income': 'high', 'age': 37, 'merchantId': 2, 'loc_address': '60286', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17625, 'gender': 'female', 'income': 'high', 'age': 19, 'merchantId': 2, 'loc_address': '75668', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13870, 'gender': 'male', 'income': 'low', 'age': 24, 'merchantId': 2, 'loc_address': '50108', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13570, 'gender': 'male', 'income': 'medium', 'age': 52, 'merchantId': 2, 'loc_address': '79390', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15986, 'gender': 'male', 'income': 'high', 'age': 19, 'merchantId': 2, 'loc_address': '15241', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17537, 'gender': 'male', 'income': 'low', 'age': 54, 'merchantId': 2, 'loc_address': '90697', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
